Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,target
44,1,2,5,1,4,0,36,4,2,5,4396,1489,2907,1.258,3942,69,0.816,0.3389999999999999,0
35,1,4,0,1,4,0,31,3,3,4,2933,1011,1922,0.8140000000000001,5089,71,0.868,0.345,0
47,0,2,0,1,0,0,35,4,3,2,3636,1010,2626,0.596,1564,59,0.6859999999999999,0.278,0
46,1,4,2,2,1,0,34,6,2,1,2711,0,2711,0.636,4795,65,1.031,0,0
49,0,2,1,1,0,0,34,3,6,4,27124,2311,24813,0.73,15195,121,0.7290000000000001,0.085,0
55,0,4,0,1,3,0,40,4,2,5,4047,1482,2565,0.959,16191,102,0.789,0.366,0
47,1,4,4,2,4,0,27,1,2,2,8837,2517,6320,0.618,8210,100,0.754,0.285,0
42,1,4,3,1,4,0,35,4,2,2,4478,1700,2778,0.655,3879,76,1.235,0.38,0
59,0,2,2,2,4,0,49,6,3,2,6834,900,5934,0.605,4422,70,0.628,0.132,0
48,0,2,3,1,0,0,36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,0.07,0
56,1,3,5,1,1,0,46,5,3,3,2402,1892,510,0.645,4610,76,0.81,0.7879999999999999,0
34,1,2,3,2,4,0,24,4,1,0,2799,0,2799,0.696,2311,43,0.654,0,0
52,0,2,3,2,0,0,46,4,2,4,34516,0,34516,0.775,4037,87,0.706,0,0
47,1,3,1,2,1,0,35,3,3,2,2872,2517,355,0.606,3635,62,0.8240000000000001,0.8759999999999999,0
56,1,0,4,1,4,0,51,4,2,3,3617,878,2739,0.777,5416,76,0.9,0.243,0
59,0,1,3,2,2,0,45,4,2,4,3943,2517,1426,0.467,3527,59,0.7879999999999999,0.638,0
53,0,3,0,2,2,0,36,5,1,1,19940,2018,17922,0.42,4694,75,0.7859999999999999,0.1009999999999999,0
46,1,4,1,0,4,0,38,4,3,2,4120,1578,2542,0.379,4792,81,0.588,0.3829999999999999,0
39,0,2,5,2,1,0,19,4,3,3,6628,1735,4893,0.5870000000000001,4050,89,0.935,0.262,0
42,1,3,0,1,4,0,36,6,2,1,8260,2517,5743,1.0490000000000002,3299,64,0.73,0.305,0
44,0,3,3,0,2,0,36,4,3,1,22919,1368,21551,0.942,3752,71,0.919,0.06,0
41,1,3,2,1,4,0,36,6,6,4,2873,1247,1626,0.889,3943,80,0.7020000000000001,0.434,0
39,0,2,4,1,3,0,31,5,2,1,18974,2517,16457,1.369,2783,56,1,0.133,0
43,1,4,2,0,4,0,36,3,2,2,1438.3,743,695.3,0.624,4484,78,0.625,0.517,0
48,1,3,2,2,4,0,36,2,3,1,3882,2029,1853,0.7509999999999999,13980,128,0.7070000000000001,0.523,0
47,0,4,5,2,2,0,41,6,2,2,2405,1540,865,0.469,1087,29,1.231,0.64,0
40,0,2,5,2,3,0,36,2,2,1,15594,1690,13904,0.69,16101,127,0.608,0.108,0
57,0,1,1,1,3,0,52,3,2,3,10378,1540,8838,0.547,1306,32,0.28,0.148,0
54,1,3,2,2,4,0,36,1,3,1,2830,1779,1051,0.883,4854,74,0.947,0.629,0
54,0,3,1,2,2,0,41,4,2,3,9110,0,9110,0.662,2999,75,0.7859999999999999,0,0
47,0,2,0,1,1,0,37,6,3,1,3263,1525,1738,0.542,14649,110,0.833,0.467,0
51,1,3,3,2,1,0,38,5,3,1,5536,0,5536,0.695,4281,82,0.8220000000000001,0,0
45,0,3,4,1,3,0,35,3,3,2,20640,1603,19037,0.532,1792,53,0.395,0.078,0
56,1,0,5,2,4,0,36,4,3,1,3219,2114,1105,0.655,4188,75,0.667,0.657,0
54,0,1,3,1,0,0,42,5,3,3,3251,1919,1332,0.56,1406,31,0.24,0.59,0
53,1,3,2,1,1,0,44,3,3,4,2636,2357,279,0.654,1333,34,0.545,0.894,0
55,1,0,2,1,4,0,40,4,3,4,1513,725,788,0.7909999999999999,4042,72,0.7140000000000001,0.479,0
43,0,4,2,1,0,0,31,6,1,3,6467,1887,4580,0.442,4098,61,0.605,0.292,0
40,0,3,5,1,2,0,21,5,1,0,4716,0,4716,2.175,816,28,2.5,0,0
43,0,1,3,1,2,0,31,2,3,3,3764,1780,1984,0.79,4898,80,0.667,0.473,0
43,0,3,2,1,3,0,36,6,2,3,3946,1275,2671,0.647,14822,96,0.8109999999999999,0.3229999999999999,0
39,0,2,3,2,2,0,28,6,3,3,10331,957,9374,0.6990000000000001,3695,81,0.653,0.093,0
53,1,0,3,2,4,0,44,4,1,1,1904,886,1018,0.695,4798,85,0.809,0.465,0
45,0,2,1,1,3,0,40,6,3,1,11710,693,11017,0.914,1749,50,0.429,0.059,0
41,0,5,2,2,3,0,28,3,2,0,2491,1979,512,0.629,1911,35,0.75,0.794,0
39,0,1,3,0,2,0,33,5,3,3,5926,1251,4675,0.944,1316,28,1.154,0.211,0
50,0,1,2,1,3,0,45,3,2,2,16813,1185,15628,0.552,1482,46,0.643,0.07,0
37,1,2,3,1,1,0,26,3,2,3,2946,2517,429,0.841,5259,89,0.78,0.8540000000000001,0
56,1,1,5,1,4,0,47,6,1,2,3022,1627,1395,0.835,4390,82,0.7829999999999999,0.5379999999999999,0
46,0,4,1,1,0,0,36,3,2,5,3104,862,2242,1.057,2781,74,0.682,0.278,0
37,1,2,2,1,4,0,30,5,2,2,2077,1392,685,1.5530000000000002,1629,36,1.25,0.67,0
63,1,0,5,2,1,0,56,3,6,4,1438.3,0,1438.3,0.8640000000000001,3630,71,0.578,0,0
36,0,1,2,2,0,0,20,3,2,2,34516,0,34516,0.531,2686,59,0.7879999999999999,0,0
44,1,1,3,1,1,0,31,2,2,3,4553,1538,3015,0.514,4999,95,0.557,0.3379999999999999,0
28,1,1,2,0,4,0,23,4,1,3,2543,1156,1387,0.6409999999999999,3864,64,0.684,0.455,0
42,1,3,5,2,4,0,22,4,1,4,1438.3,860,578.3,0.7609999999999999,4754,79,0.8370000000000001,0.598,0
54,0,2,0,1,0,0,43,3,2,3,5657,1719,3938,0.606,2028,55,0.667,0.304,0
60,1,1,2,1,4,0,36,3,4,3,1977,545,1432,0.901,4393,72,0.946,0.276,0
57,0,0,2,1,3,0,52,4,6,4,2564,2379,185,0.358,1343,35,0.296,0.928,0
41,1,3,0,2,1,0,32,2,1,2,3104,1954,1150,0.473,4699,77,0.925,0.63,0
47,0,4,4,0,2,0,36,4,2,5,20237,1593,18644,0.8109999999999999,15041,102,1,0.079,0
45,1,3,1,2,4,0,27,1,6,3,2917,1523,1394,0.7240000000000001,4878,92,0.804,0.522,0
32,0,0,2,2,1,0,21,6,1,3,1614,925,689,0.598,2659,63,0.75,0.573,0
35,1,1,3,1,4,0,26,4,2,3,1918,900,1018,0.873,4237,76,0.9,0.469,0
55,1,3,0,2,4,0,36,3,3,3,2679,2277,402,0.736,4943,85,0.735,0.85,0
40,0,3,2,1,3,3,27,3,1,2,34516,0,34516,0.8340000000000001,3193,53,0.5589999999999999,0,0
38,0,1,2,2,3,0,19,6,3,2,25662,1515,24147,0.556,1484,36,0.636,0.059,0
57,1,1,2,1,4,0,45,1,3,2,1894,0,1894,0.731,5750,73,0.872,0,0
40,0,2,2,1,1,0,31,6,1,2,6500,2025,4475,0.6559999999999999,4738,82,0.6729999999999999,0.312,0
52,0,3,4,1,3,0,43,5,2,2,6849,2126,4723,0.611,1651,43,0.344,0.31,0
51,1,1,2,1,1,0,45,5,2,2,6778,865,5913,0.992,3158,71,0.775,0.128,0
60,1,1,3,0,4,0,48,5,3,3,2737,1812,925,0.703,4507,86,0.955,0.662,0
60,1,0,2,1,4,0,55,2,1,3,3773,0,3773,0.684,14264,118,0.873,0,0
46,0,4,5,1,1,0,35,3,2,2,9149,1566,7583,0.971,1790,60,0.765,0.171,0
41,1,4,2,0,1,0,36,3,3,2,1919,867,1052,0.741,4996,92,0.7040000000000001,0.452,0
55,0,2,5,2,2,3,48,5,3,3,34516,1384,33132,0.625,3807,82,0.8640000000000001,0.04,0
46,0,4,0,2,0,0,36,5,2,1,7793,1705,6088,0.597,1099,39,0.696,0.2189999999999999,0
45,0,3,2,0,2,0,37,4,1,1,3291,1607,1684,1.26,1984,38,0.652,0.488,0
35,1,2,5,1,4,0,21,6,2,3,5825,1815,4010,1.132,2820,62,0.879,0.312,0
50,0,2,3,1,2,0,43,6,3,4,21869,950,20919,0.866,4233,71,0.775,0.043,0
46,0,3,2,2,3,0,35,6,3,4,4930,0,4930,1.019,3343,77,0.638,0,0
58,1,2,2,2,1,0,50,4,3,3,5386,0,5386,0.777,4846,84,0.68,0,0
46,0,2,3,2,4,0,36,5,1,0,3818,1142,2676,0.7090000000000001,14731,113,0.948,0.299,0
47,0,3,2,1,4,0,41,6,1,4,5833,1747,4086,0.551,3732,75,0.531,0.3,0
39,0,3,0,2,1,0,28,6,2,2,1640,1177,463,0.695,3124,66,0.784,0.718,0
55,0,4,2,2,3,0,44,2,3,2,1854,794,1060,0.614,4035,80,0.7390000000000001,0.428,0
51,0,2,4,1,0,0,45,5,2,1,3173,2517,656,0.708,4030,73,0.622,0.7929999999999999,0
46,1,3,5,1,4,0,29,5,1,1,2228,1449,779,0.61,4382,83,0.6940000000000001,0.65,0
58,0,1,5,2,3,0,40,1,3,0,22104,1783,20321,0.805,13830,112,0.8059999999999999,0.081,0
52,1,2,0,0,1,1,43,2,2,3,23981,2114,21867,0.721,15281,100,0.7240000000000001,0.088,0
50,0,2,2,1,0,0,41,1,3,3,4607,0,4607,0.898,4793,88,0.63,0,0
50,1,3,3,1,4,0,32,6,2,3,2590,2087,503,0.7,4248,73,0.78,0.8059999999999999,0
65,0,0,3,1,4,0,56,6,3,1,2621,1858,763,0.987,2148,47,1.043,0.7090000000000001,0
43,1,2,3,1,4,0,36,5,1,3,3761,2121,1640,0.6940000000000001,4476,79,0.927,0.564,0
46,0,3,0,2,2,0,36,4,2,3,1621,787,834,0.551,4719,73,0.738,0.486,0
57,0,3,2,2,0,0,36,2,2,1,17268,1197,16071,0.637,4077,90,0.698,0.069,0
37,1,2,5,2,1,0,27,1,3,2,3050,2517,533,1.177,4698,75,0.923,0.825,0
59,0,0,5,2,2,0,48,5,1,3,4906,1302,3604,0.862,4833,80,0.905,0.265,0
27,1,2,0,0,4,0,14,4,3,3,2549,2130,419,0.693,2605,61,0.794,0.836,0
54,0,1,0,2,0,0,48,1,3,1,2456,1654,802,0.565,4468,84,0.75,0.6729999999999999,0
46,0,1,5,1,3,0,36,2,3,2,17698,1769,15929,0.623,8056,95,0.583,0.1,0
61,1,1,2,2,4,0,54,3,2,2,2721,0,2721,0.7340000000000001,2088,37,0.682,0,0
49,0,1,2,2,2,0,40,6,3,3,6481,1569,4912,0.6920000000000001,15937,119,0.8029999999999999,0.242,0
30,1,1,2,1,4,0,36,3,2,2,7087,1060,6027,0.7090000000000001,1712,37,0.609,0.15,0
47,1,3,2,1,4,0,36,4,2,2,1776,1519,257,0.917,4295,60,0.622,0.855,0
46,0,4,2,2,0,0,34,4,1,2,34516,0,34516,0.991,4143,68,0.659,0,0
30,0,0,2,0,2,0,22,3,3,3,6476,0,6476,0.551,2723,66,0.65,0,0
44,0,0,3,2,1,0,33,5,1,3,2337,1442,895,0.659,3945,65,0.5479999999999999,0.617,0
43,0,2,2,2,3,0,36,2,2,1,34427,1613,32814,0.7040000000000001,13545,112,0.672,0.047,0
45,1,3,2,2,4,0,28,5,2,2,2035,1174,861,0.8759999999999999,4670,77,0.638,0.5770000000000001,0
65,1,1,2,2,4,0,56,6,2,2,4613,1619,2994,0.6970000000000001,2328,62,0.722,0.351,0
65,0,1,1,2,1,0,56,5,2,2,1456,867,589,0.725,3953,69,0.725,0.595,0
43,0,3,5,2,2,0,30,1,2,0,1438.3,0,1438.3,0.7509999999999999,5200,89,0.679,0,0
51,0,3,2,1,3,0,46,6,3,3,3458,1989,1469,0.7070000000000001,3409,59,1.034,0.575,0
57,0,2,3,2,2,0,36,2,3,3,6024,1532,4492,0.867,15763,97,0.83,0.254,0
42,0,4,2,2,2,0,35,3,3,1,14958,1644,13314,0.6859999999999999,4038,68,0.511,0.11,0
65,0,0,5,2,4,0,54,3,1,5,2644,1691,953,0.755,3495,70,0.628,0.64,0
50,1,3,3,1,1,0,40,1,3,3,3367,1747,1620,0.769,5657,91,0.517,0.519,0
43,0,2,3,2,2,0,36,4,3,2,6976,0,6976,0.519,1217,39,1.4380000000000002,0,0
46,0,2,2,1,4,0,39,3,3,3,4752,1400,3352,0.6459999999999999,3404,54,1.16,0.295,0
43,1,2,2,1,4,0,35,3,1,3,4092,622,3470,0.775,5001,88,0.4920000000000001,0.152,0
54,0,3,4,1,0,0,42,6,3,4,3092,2165,927,0.6759999999999999,1369,37,0.542,0.7,0
49,1,1,5,1,4,1,37,2,3,1,15987,2065,13922,0.705,7395,100,0.562,0.129,0
55,1,1,0,2,1,0,50,3,3,3,1843,1520,323,0.8640000000000001,4729,92,0.7040000000000001,0.825,0
53,0,3,2,1,3,0,36,5,1,4,7290,2151,5139,0.583,1312,29,0.526,0.295,0
47,0,5,3,2,4,0,35,4,3,5,4165,0,4165,0.813,17093,111,0.82,0,0
40,1,5,5,1,4,0,24,6,1,1,2038,793,1245,0.682,3513,67,0.634,0.389,0
59,1,0,0,2,4,0,55,2,2,3,2645,1127,1518,0.623,4251,76,0.767,0.426,0
39,1,2,2,1,1,0,29,3,5,2,4955,1157,3798,0.8959999999999999,1824,38,0.727,0.2339999999999999,0
28,0,1,3,2,4,0,36,5,2,3,1950,0,1950,0.8029999999999999,2074,81,0.8,0,0
57,1,2,0,2,4,0,47,1,3,1,1727,996,731,0.767,5112,82,0.6729999999999999,0.5770000000000001,0
36,0,2,5,1,2,0,21,4,1,5,12763,2517,10246,1.631,2599,46,0.917,0.1969999999999999,0
38,0,3,2,2,1,0,20,1,3,3,10486,1544,8942,0.716,4042,77,0.925,0.147,0
51,1,4,5,2,4,0,37,4,4,2,1765,1487,278,0.738,3333,66,1,0.8420000000000001,0
44,0,4,3,2,2,0,32,5,3,2,3233,1034,2199,0.759,1256,29,0.706,0.32,0
37,1,2,2,1,4,0,25,4,2,1,1438.3,0,1438.3,0.741,4513,75,0.7440000000000001,0,0
56,0,2,3,1,0,0,37,3,1,2,12181,1702,10479,0.8340000000000001,1478,33,0.5,0.14,0
58,0,4,2,1,2,0,36,6,2,4,5967,2350,3617,0.5429999999999999,1426,29,0.812,0.3939999999999999,0
45,1,3,3,2,4,0,36,3,2,2,2589,2052,537,0.636,4133,68,0.789,0.7929999999999999,0
45,0,3,2,1,2,0,36,3,1,3,14593,1504,13089,0.6679999999999999,3447,72,0.895,0.103,0
52,0,2,0,1,3,0,41,4,2,3,16207,922,15285,0.635,3621,83,0.8859999999999999,0.057,0
41,0,2,2,2,2,0,30,3,1,2,2317,1232,1085,0.733,3057,71,0.919,0.532,0
56,0,1,5,1,3,0,36,6,1,1,9031,1535,7496,0.69,1602,35,0.591,0.17,0
46,1,5,2,0,4,0,40,3,3,3,1592,925,667,0.804,4615,90,0.667,0.581,0
57,0,4,2,1,3,0,49,4,2,4,3038,1410,1628,0.644,1762,34,0.7,0.4639999999999999,0
44,0,5,2,2,2,0,34,3,3,5,13477,2057,11420,0.684,3866,67,0.634,0.153,0
43,1,5,5,2,4,0,39,3,2,4,3161,2424,737,0.617,4307,66,0.784,0.767,0
41,0,2,1,1,1,0,32,5,3,3,6059,1171,4888,0.6779999999999999,4119,70,0.667,0.193,0
56,1,1,5,1,1,0,40,4,2,5,5366,1271,4095,0.5579999999999999,1748,38,0.9,0.237,0
57,1,1,3,2,4,0,41,4,4,3,2442,1699,743,0.639,4313,75,0.562,0.696,0
53,0,3,2,1,1,0,43,6,4,2,7451,683,6768,0.924,2165,49,0.96,0.092,0
59,1,0,3,1,4,0,49,6,2,4,2833,1609,1224,0.78,1335,23,1.3,0.568,0
41,1,3,0,1,4,0,37,3,1,2,1438.3,765,673.3,0.644,4053,66,0.6920000000000001,0.532,0
44,1,3,3,2,4,0,34,2,2,2,3084,0,3084,0.861,12739,96,0.882,0,0
40,0,4,2,0,0,0,30,5,3,3,25188,1295,23893,0.557,1513,38,0.583,0.051,0
59,1,1,2,1,4,0,36,3,1,1,2697,1410,1287,0.925,4489,58,0.706,0.523,0
44,1,3,4,0,4,0,31,3,2,1,8320,0,8320,0.421,4128,82,0.491,0,0
52,0,4,2,1,3,0,32,4,3,3,1438.3,702,736.3,0.805,1805,53,0.606,0.488,0
47,1,3,2,2,4,3,40,1,2,2,11128,2517,8611,0.8,8526,93,0.6609999999999999,0.226,0
54,1,4,3,2,1,0,48,2,4,1,3089,1177,1912,1.01,5237,75,0.8290000000000001,0.381,0
47,1,2,5,0,4,3,34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16,0
49,0,2,3,0,1,0,36,2,1,1,3308,2150,1158,0.879,15019,101,0.6559999999999999,0.65,0
45,1,4,0,1,4,0,36,5,2,3,4187,2199,1988,0.908,4647,81,0.884,0.525,0
46,0,5,3,1,1,3,28,5,1,3,18797,2158,16639,0.446,1364,40,0.5379999999999999,0.115,0
53,0,4,3,2,2,0,49,5,1,2,3858,0,3858,0.67,4472,92,0.614,0,0
62,0,2,2,2,2,0,56,2,3,2,18224,1383,16841,0.705,7728,93,0.5760000000000001,0.076,0
45,1,3,3,1,4,0,32,2,5,1,2948,968,1980,0.946,7834,86,0.509,0.3279999999999999,0
63,0,0,0,2,2,0,51,4,2,1,2706,889,1817,0.73,5047,64,0.882,0.3289999999999999,0
36,0,0,2,1,2,0,31,5,1,2,7667,0,7667,0.632,1501,35,0.667,0,0
65,1,2,1,2,4,0,53,6,3,2,2195,1917,278,0.535,4205,65,0.625,0.873,0
52,1,2,3,2,4,0,42,6,2,2,1438.3,869,569.3,0.821,4664,77,0.878,0.604,0
57,0,1,3,1,1,0,48,5,1,3,2544,1927,617,0.939,1346,30,0.364,0.757,0
44,0,2,5,1,0,2,36,2,1,3,34516,1421,33095,0.7440000000000001,14465,114,0.754,0.041,0
50,0,3,2,2,2,0,38,4,1,1,10762,703,10059,0.5479999999999999,4509,71,0.5429999999999999,0.065,0
46,1,4,3,2,4,0,40,3,2,2,3556,2172,1384,0.402,1221,41,0.708,0.611,0
56,0,1,0,1,2,0,46,3,2,1,10117,2242,7875,0.662,1509,44,0.467,0.222,0
59,0,0,2,2,2,0,53,4,2,2,4386,2505,1881,0.8059999999999999,4064,65,0.8059999999999999,0.5710000000000001,0
42,1,3,3,2,4,3,31,5,2,3,13441,2517,10924,0.7340000000000001,1894,49,0.633,0.187,0
38,0,2,2,1,3,0,24,5,2,2,3242,2076,1166,0.612,1841,46,0.5329999999999999,0.64,0
52,0,2,3,1,3,0,43,4,3,4,31258,1518,29740,0.917,2866,53,0.893,0.049,0
40,1,3,5,1,4,0,27,1,1,1,2840,2517,323,0.591,4405,82,0.8640000000000001,0.8859999999999999,0
46,1,4,2,0,4,0,36,5,3,1,9478,820,8658,0.64,1327,41,0.8640000000000001,0.087,0
35,0,2,3,1,1,0,21,3,3,1,2967,1843,1124,0.6809999999999999,1673,58,0.526,0.621,0
58,1,0,5,2,4,0,48,6,2,4,2628,1542,1086,0.93,4335,76,0.727,0.5870000000000001,0
46,1,4,2,2,1,0,36,1,3,1,2652,2386,266,0.7659999999999999,5329,83,0.7290000000000001,0.9,0
48,1,2,1,1,1,0,36,1,2,2,9074,1648,7426,0.727,14084,110,0.8029999999999999,0.182,0
41,0,3,4,0,0,0,29,6,1,3,3491,2506,985,0.873,4855,79,0.58,0.718,0
54,0,3,0,2,1,0,42,1,2,1,5608,1775,3833,0.522,4325,77,0.75,0.317,0
38,0,1,3,2,2,0,33,5,4,1,1503,879,624,0.7759999999999999,4439,77,0.604,0.585,0
48,1,4,3,1,1,0,42,3,1,3,4206,1100,3106,0.5870000000000001,1144,22,1,0.262,0
44,1,5,0,1,4,0,34,4,1,2,2096,1711,385,0.746,3692,68,0.7440000000000001,0.816,0
40,0,3,2,1,3,0,31,6,2,4,18584,2446,16138,0.76,3504,64,0.882,0.132,0
45,0,0,2,2,1,0,37,4,5,2,10271,1746,8525,0.6609999999999999,3696,72,0.6,0.17,0
28,0,0,3,2,4,0,19,3,3,4,3480,0,3480,0.731,2744,75,0.8290000000000001,0,0
43,0,2,3,0,3,0,31,6,2,4,34516,1075,33441,0.727,3015,65,0.477,0.031,0
49,1,3,5,1,4,0,42,6,1,2,3949,1463,2486,1.072,4124,57,0.8390000000000001,0.37,0
42,0,3,1,2,2,0,36,6,1,3,11535,1527,10008,0.664,3730,67,0.718,0.132,0
49,0,4,3,1,3,0,36,2,3,3,24256,1076,23180,0.568,4269,69,0.643,0.044,0
60,1,1,5,0,1,0,48,3,2,2,2070,0,2070,0.708,1793,53,0.963,0,0
47,1,5,4,1,1,0,41,6,2,2,4466,777,3689,1.02,1757,59,0.595,0.174,0
49,1,4,3,2,4,1,34,4,3,2,15569,1554,14015,0.436,4566,73,0.78,0.1,0
54,0,3,1,1,0,0,41,3,3,0,21592,1676,19916,1.097,1873,52,0.529,0.078,0
26,0,0,3,2,4,0,36,6,3,3,2735,1348,1387,0.805,2441,58,0.45,0.493,0
47,1,3,5,1,4,0,36,3,3,2,1819,1235,584,0.7979999999999999,4636,75,0.705,0.679,0
31,0,0,5,0,1,0,21,6,2,2,2621,1461,1160,0.775,2718,71,0.775,0.557,0
53,0,0,2,1,0,0,33,4,3,3,21006,1905,19101,0.701,1856,57,0.7809999999999999,0.091,0
49,1,2,4,1,4,0,44,4,4,2,1644,0,1644,1.033,4898,82,0.7829999999999999,0,0
53,0,4,3,1,3,0,46,4,2,3,15242,1170,14072,0.496,1876,57,0.5,0.077,0
54,1,2,0,1,4,0,48,3,2,2,2473,1745,728,0.769,4823,72,0.8,0.706,0
42,0,3,3,2,3,0,36,4,3,1,21134,1508,19626,0.505,1556,35,0.8420000000000001,0.071,0
48,0,4,2,1,2,0,37,2,1,1,13197,0,13197,0.6809999999999999,8424,84,0.787,0,0
26,1,0,2,2,4,0,19,2,1,2,3416,1109,2307,0.7829999999999999,4614,70,1,0.325,0
54,1,2,1,1,4,0,46,3,3,3,3312,1624,1688,0.573,1973,55,0.667,0.49,0
29,1,1,5,2,4,0,36,1,2,1,3640,1419,2221,0.7490000000000001,13306,99,0.6779999999999999,0.39,0
50,1,2,5,2,4,0,37,3,3,0,8520,814,7706,0.504,1193,35,0.346,0.096,0
40,1,3,5,1,4,0,33,1,1,1,8712,991,7721,0.615,14512,115,0.769,0.114,0
45,0,4,0,0,3,0,37,6,5,1,1535,0,1535,0.77,5168,76,0.81,0,0
64,0,1,2,2,4,0,56,3,1,5,2586,0,2586,0.631,3435,65,0.585,0,0
36,0,2,3,2,3,0,27,5,3,3,14690,979,13711,0.8109999999999999,2746,68,0.511,0.067,0
50,0,1,2,2,3,0,44,3,3,2,3370,1133,2237,0.722,4726,86,0.6859999999999999,0.336,0
49,1,3,2,1,4,0,43,2,3,2,2174,785,1389,0.657,3890,78,0.66,0.361,0
44,1,4,3,2,4,0,35,2,5,3,1552,1375,177,0.995,5064,80,0.905,0.8859999999999999,0
41,0,2,2,2,2,0,31,3,1,3,8228,1935,6293,0.627,4933,68,0.545,0.235,0
48,1,3,0,1,4,0,36,4,1,2,2544,0,2544,0.759,3593,64,1,0,0
37,1,3,2,2,1,0,25,2,2,3,9875,1239,8636,0.939,8920,105,0.6940000000000001,0.125,0
49,0,3,2,2,2,0,32,3,1,4,7154,1472,5682,1.002,3607,59,0.735,0.206,0
29,1,1,2,1,4,0,36,2,2,0,1438.3,0,1438.3,0.7340000000000001,4769,84,0.826,0,0
53,0,1,3,1,3,0,47,3,2,2,12262,1836,10426,1.584,1659,38,1.533,0.15,0
49,0,1,2,1,2,0,37,5,1,4,4854,1212,3642,0.308,3651,70,0.556,0.25,0
45,0,3,3,1,2,0,37,5,1,2,4995,1766,3229,0.76,4389,82,0.8640000000000001,0.354,0
51,1,4,2,1,4,0,36,5,3,2,1571,0,1571,0.89,4580,74,1.056,0,0
54,1,3,2,1,4,0,49,1,1,2,2598,1343,1255,0.637,4692,86,0.72,0.517,0
46,0,5,1,0,0,0,31,1,2,2,34516,1802,32714,0.871,7936,101,0.485,0.052,0
43,0,5,2,2,3,0,36,1,1,3,7196,696,6500,0.8390000000000001,8689,93,0.898,0.097,0
37,0,2,2,1,2,0,27,4,2,4,6369,0,6369,1.454,2675,47,1.136,0,0
47,0,1,5,1,1,0,36,3,2,3,8168,2137,6031,0.659,3554,82,0.8220000000000001,0.262,0
46,1,1,3,1,4,0,36,1,3,3,3073,2517,556,0.841,4858,77,0.974,0.8190000000000001,0
53,1,3,2,1,4,0,36,6,4,0,3319,913,2406,0.612,4560,84,1.0490000000000002,0.275,0
63,1,2,2,2,4,1,55,4,1,3,15987,1345,14642,0.7290000000000001,3640,56,0.867,0.084,0
51,1,3,2,1,1,0,45,5,2,3,9117,1259,7858,0.88,3837,75,0.705,0.138,0
53,1,2,2,1,1,0,36,6,2,4,2956,1391,1565,0.698,2116,63,0.575,0.471,0
38,0,2,5,2,3,0,22,2,1,3,34516,1595,32921,0.8240000000000001,8871,97,0.764,0.046,0
43,1,1,2,2,4,0,38,3,3,3,2642,2377,265,0.8290000000000001,4780,88,0.725,0.9,0
54,1,2,2,1,1,0,36,5,3,0,1854,1528,326,0.444,1307,39,0.3929999999999999,0.8240000000000001,0
38,0,4,3,2,3,1,36,6,1,3,34516,1140,33376,0.815,1445,45,0.957,0.033,0
48,1,3,2,0,1,0,39,6,2,3,2115,1141,974,0.616,1223,20,0.5379999999999999,0.539,0
54,1,1,3,2,4,0,36,1,3,2,1572,985,587,0.745,4148,54,0.862,0.627,0
49,1,5,2,1,4,1,38,1,2,2,15016,2016,13000,0.7090000000000001,7685,84,0.527,0.134,0
57,0,1,2,1,2,0,36,4,1,3,9037,1544,7493,0.321,1627,27,0.5,0.171,0
45,1,2,2,1,4,0,25,4,2,2,3518,2035,1483,0.5670000000000001,4034,82,0.6729999999999999,0.578,0
42,0,1,2,2,2,0,37,4,1,1,2596,1210,1386,0.5489999999999999,4642,78,0.696,0.466,0
44,1,3,0,1,4,0,31,5,6,2,2679,727,1952,0.894,4804,78,0.8140000000000001,0.271,0
40,0,4,2,1,2,3,25,5,3,2,28822,2517,26305,0.4920000000000001,1504,35,0.296,0.087,0
42,0,4,3,2,2,0,33,5,1,3,9442,838,8604,0.654,3157,63,0.853,0.089,0
54,1,0,2,0,4,3,36,4,3,1,12547,1378,11169,1.12,3360,56,0.75,0.11,0
53,1,1,5,1,4,0,41,4,2,2,2596,868,1728,0.743,4801,72,0.7140000000000001,0.3339999999999999,0
52,0,4,5,1,2,0,39,5,1,3,2641,1584,1057,0.809,4279,67,0.718,0.6,0
49,1,1,1,2,4,0,40,1,2,3,2960,0,2960,0.962,4918,63,0.75,0,0
47,1,3,3,2,4,0,31,5,1,3,2317,0,2317,0.57,4894,89,0.8540000000000001,0,0
50,1,2,4,2,4,0,45,2,3,2,1529,710,819,0.657,4751,81,0.884,0.4639999999999999,0
51,1,2,5,1,4,0,40,4,3,3,1612,831,781,0.602,4924,81,0.884,0.516,0
45,1,4,2,2,4,0,40,3,2,1,2110,844,1266,1.109,4812,77,0.604,0.4,0
42,1,1,5,1,4,0,29,3,4,2,2756,1911,845,0.774,4656,62,0.879,0.693,0
47,0,2,5,2,3,0,36,3,2,2,34516,1264,33252,0.774,7827,77,0.54,0.037,0
